name,n,m,p,corr,seed,S,E,ratio,q_star,max_S,relax_gap,theta_S,depth_S,status,outer,cuts,ilp,time,archive,coverage,false_pos,mismatch
molfp_n7_m4_p3_c075_s2,7,4,3,0.75,2,3309,1,0.0003022061045633122,2.6956521739130435,32.666666666666664,0.9174800354924578,2284,1,optimal,1,24,78,1.255314826965332,1,100.0,0,0
molfp_n7_m4_p3_c075_s3,7,4,3,0.75,3,1931,2,0.0010357327809425167,2.823529411764706,5.375,0.4746922024623803,2308,1,optimal,2,36,116,3.041290044784546,2,100.0,0,0
molfp_n7_m4_p3_c090_s1,7,4,3,0.9,1,5275,1,0.0001895734597156398,4.625,14.8,0.6875,4669,3,optimal,1,14,65,0.4354560375213623,1,100.0,0,0
molfp_n7_m4_p3_c090_s2,7,4,3,0.9,2,3309,1,0.0003022061045633122,2.6956521739130435,32.666666666666664,0.9174800354924578,2810,2,optimal,1,17,58,0.7731907367706299,1,100.0,0,0
molfp_n7_m4_p3_c090_s3,7,4,3,0.9,3,1931,1,0.0005178663904712584,1.588235294117647,5.375,0.7045143638850889,4337,2,optimal,1,42,132,4.013014793395996,1,100.0,0,0
molfp_n7_m4_p3_c100_s1,7,4,3,1.0,1,5275,1,0.0001895734597156398,5.0,14.8,0.6621621621621622,4530,2,optimal,1,9,43,0.3222470283508301,1,100.0,0,0
molfp_n7_m4_p3_c100_s2,7,4,3,1.0,2,3309,1,0.0003022061045633122,2.6956521739130435,32.666666666666664,0.9174800354924578,3270,2,optimal,1,14,53,0.4746372699737549,1,100.0,0,0
molfp_n7_m4_p3_c100_s3,7,4,3,1.0,3,1931,1,0.0005178663904712584,1.588235294117647,5.375,0.7045143638850889,5712,1,optimal,1,23,75,1.3136005401611328,1,100.0,0,0
molfp_n7_m4_p4_c000_s1,7,4,4,0.0,1,5275,62,0.011753554502369668,16.5,16.5,0.0,0,0,optimal,1,0,6,0.01921677589416504,1,1.6129032258064515,0,0
molfp_n7_m4_p4_c000_s2,7,4,4,0.0,2,3309,881,0.26624357812027805,34.666666666666664,34.666666666666664,0.0,0,0,optimal,2,0,7,0.034062862396240234,2,0.22701475595913734,0,0
molfp_n7_m4_p4_c000_s3,7,4,4,0.0,3,1931,218,0.11289487312273433,8.875,14.8,0.40033783783783783,3345,1,limit,2,59,180,12.218440771102905,5,2.293577981651376,0,0
molfp_n7_m4_p4_c025_s1,7,4,4,0.25,1,5275,417,0.0790521327014218,16.5,16.5,0.0,0,0,optimal,2,0,8,0.02978992462158203,2,0.47961630695443647,0,0
molfp_n7_m4_p4_c025_s2,7,4,4,0.25,2,3309,664,0.20066485343003929,34.666666666666664,34.666666666666664,0.0,0,0,optimal,2,0,7,0.0201413631439209,2,0.30120481927710846,0,0
molfp_n7_m4_p4_c025_s3,7,4,4,0.25,3,1931,198,0.10253754531330916,4.733333333333333,14.8,0.6801801801801802,3384,1,limit,2,65,201,12.200458288192749,10,5.05050505050505,0,0
molfp_n7_m4_p4_c050_s1,7,4,4,0.5,1,5275,23,0.004360189573459716,6.0,16.5,0.6363636363636364,4842,1,optimal,3,80,250,10.168122291564941,7,30.434782608695652,0,0
molfp_n7_m4_p4_c050_s2,7,4,4,0.5,2,3309,30,0.009066183136899365,5.0,34.666666666666664,0.8557692307692307,3080,1,optimal,1,84,258,12.200631380081177,3,10.0,0,0
molfp_n7_m4_p4_c050_s3,7,4,4,0.5,3,1931,30,0.015535991714137753,4.733333333333333,14.8,0.6801801801801802,4284,1,limit,2,49,151,12.392204284667969,6,20.0,0,0
molfp_n7_m4_p4_c075_s1,7,4,4,0.75,1,5275,5,0.0009478672985781991,6.0,16.5,0.6363636363636364,7285,2,optimal,2,20,86,0.6805176734924316,2,40.0,0,0
molfp_n7_m4_p4_c075_s2,7,4,4,0.75,2,3309,1,0.0003022061045633122,5.0,34.666666666666664,0.8557692307692307,7093,1,optimal,1,21,69,0.7738127708435059,1,100.0,0,0
molfp_n7_m4_p4_c075_s3,7,4,4,0.75,3,1931,2,0.0010357327809425167,4.733333333333333,14.8,0.6801801801801802,5409,2,optimal,1,18,60,0.9918439388275146,1,50.0,0,0
molfp_n7_m4_p4_c090_s1,7,4,4,0.9,1,5275,4,0.0007582938388625592,6.0,16.5,0.6363636363636364,8074,2,optimal,2,15,66,0.5776703357696533,2,50.0,0,0
molfp_n7_m4_p4_c090_s2,7,4,4,0.9,2,3309,1,0.0003022061045633122,5.0,34.666666666666664,0.8557692307692307,7726,1,optimal,1,19,63,0.638047456741333,1,100.0,0,0
molfp_n7_m4_p4_c090_s3,7,4,4,0.9,3,1931,1,0.0005178663904712584,4.733333333333333,14.8,0.6801801801801802,6595,1,optimal,1,14,48,0.648991584777832,1,100.0,0,0
molfp_n7_m4_p4_c100_s1,7,4,4,1.0,1,5275,1,0.0001895734597156398,4.666666666666667,16.5,0.7171717171717171,9540,3,optimal,1,20,92,0.7810311317443848,1,100.0,0,0
molfp_n7_m4_p4_c100_s2,7,4,4,1.0,2,3309,1,0.0003022061045633122,5.0,34.666666666666664,0.8557692307692307,7720,2,optimal,1,12,47,0.36739134788513184,1,100.0,0,0
molfp_n7_m4_p4_c100_s3,7,4,4,1.0,3,1931,1,0.0005178663904712584,4.733333333333333,14.8,0.6801801801801802,7992,1,optimal,1,12,42,0.5939297676086426,1,100.0,0,0
molfp_n8_m5_p2_c000_s1,8,5,2,0.0,1,2387,11,0.004608294930875576,4.269230769230769,6.0,0.28846153846153844,2968,2,optimal,2,46,162,4.213916540145874,10,90.9090909090909,0,0
molfp_n8_m5_p2_c000_s2,8,5,2,0.0,2,3382,9,0.0026611472501478417,4.083333333333333,6.222222222222222,0.34375,1060,1,optimal,2,58,194,6.478202819824219,4,44.44444444444444,0,0
molfp_n8_m5_p2_c000_s3,8,5,2,0.0,3,2913,4,0.0013731548232063166,3.0,9.88888888888889,0.6966292134831461,2857,1,limit,1,88,268,12.197371482849121,1,25.0,0,0
molfp_n8_m5_p2_c025_s1,8,5,2,0.25,1,2387,3,0.0012568077084206116,4.1875,6.0,0.3020833333333333,2540,2,optimal,1,22,88,0.9716753959655762,1,33.333333333333336,0,0
molfp_n8_m5_p2_c025_s2,8,5,2,0.25,2,3382,5,0.0014784151389710231,2.4583333333333335,6.222222222222222,0.6049107142857143,1338,2,optimal,2,64,215,11.23309063911438,5,100.0,0,0
molfp_n8_m5_p2_c025_s3,8,5,2,0.25,3,2913,6,0.0020597322348094747,2.05,9.88888888888889,0.7926966292134832,1652,1,optimal,2,54,170,4.951615571975708,4,66.66666666666667,0,0
molfp_n8_m5_p2_c050_s1,8,5,2,0.5,1,2387,6,0.0025136154168412233,3.272727272727273,6.0,0.45454545454545453,1626,2,optimal,2,51,188,5.9864747524261475,4,66.66666666666667,0,0
molfp_n8_m5_p2_c050_s2,8,5,2,0.5,2,3382,5,0.0014784151389710231,2.4583333333333335,6.222222222222222,0.6049107142857143,1815,2,limit,2,68,213,12.06409502029419,3,60.0,0,0
molfp_n8_m5_p2_c050_s3,8,5,2,0.5,3,2913,2,0.0006865774116031583,2.45,9.88888888888889,0.7522471910112359,1722,1,optimal,2,47,150,3.5037214756011963,2,100.0,0,0
molfp_n8_m5_p2_c075_s1,8,5,2,0.75,1,2387,1,0.00041893590280687055,1.8571428571428572,6.0,0.6904761904761905,2574,2,optimal,1,40,157,3.5786871910095215,1,100.0,0,0
molfp_n8_m5_p2_c075_s2,8,5,2,0.75,2,3382,1,0.00029568302779420464,0.8095238095238095,6.222222222222222,0.8698979591836735,2740,2,optimal,1,65,208,7.169895648956299,1,100.0,0,0
molfp_n8_m5_p2_c075_s3,8,5,2,0.75,3,2913,1,0.00034328870580157915,2.037037037037037,9.88888888888889,0.7940074906367042,1451,1,optimal,1,36,114,2.2035176753997803,1,100.0,0,0
molfp_n8_m5_p2_c090_s1,8,5,2,0.9,1,2387,1,0.00041893590280687055,1.8571428571428572,6.0,0.6904761904761905,2999,2,optimal,1,31,122,2.324139356613159,1,100.0,0,0
molfp_n8_m5_p2_c090_s2,8,5,2,0.9,2,3382,1,0.00029568302779420464,0.8095238095238095,6.222222222222222,0.8698979591836735,3617,3,optimal,1,47,192,4.4760870933532715,1,100.0,0,0
molfp_n8_m5_p2_c090_s3,8,5,2,0.9,3,2913,1,0.00034328870580157915,2.037037037037037,9.88888888888889,0.7940074906367042,1994,1,optimal,1,58,180,4.51104736328125,1,100.0,0,0
molfp_n8_m5_p2_c100_s1,8,5,2,1.0,1,2387,1,0.00041893590280687055,1.8571428571428572,6.0,0.6904761904761905,3116,2,optimal,1,31,126,1.6858980655670166,1,100.0,0,0
molfp_n8_m5_p2_c100_s2,8,5,2,1.0,2,3382,1,0.00029568302779420464,0.8095238095238095,6.222222222222222,0.8698979591836735,3646,3,optimal,1,17,71,0.7459852695465088,1,100.0,0,0
molfp_n8_m5_p2_c100_s3,8,5,2,1.0,3,2913,1,0.00034328870580157915,3.4,9.88888888888889,0.6561797752808989,1308,2,optimal,1,12,53,0.5077199935913086,1,100.0,0,0
molfp_n8_m5_p3_c000_s1,8,5,3,0.0,1,2387,46,0.019271051529116047,3.1739130434782608,9.0,0.6473429951690821,3063,2,limit,2,64,207,12.131993532180786,4,8.695652173913043,0,0
molfp_n8_m5_p3_c000_s2,8,5,3,0.0,2,3382,11,0.003252513305736251,10.5,16.75,0.373134328358209,1859,1,optimal,2,36,116,3.291118860244751,4,36.36363636363637,0,0
molfp_n8_m5_p3_c000_s3,8,5,3,0.0,3,2913,9,0.003089598352214212,3.4705882352941178,14.6,0.7622884770346495,2412,1,optimal,2,37,118,3.232624053955078,6,66.66666666666667,0,0
molfp_n8_m5_p3_c025_s1,8,5,3,0.25,1,2387,15,0.006284038542103058,2.739130434782609,9.0,0.6956521739130435,2212,1,limit,2,62,207,12.053411722183228,5,33.333333333333336,0,0
molfp_n8_m5_p3_c025_s2,8,5,3,0.25,2,3382,5,0.0014784151389710231,6.75,16.75,0.5970149253731343,2160,1,optimal,2,42,146,3.848015069961548,4,80.0,0,0
molfp_n8_m5_p3_c025_s3,8,5,3,0.25,3,2913,22,0.007552351527634741,5.761904761904762,14.6,0.6053489889106327,1787,1,optimal,2,9,34,0.3946702480316162,3,13.636363636363637,0,0
molfp_n8_m5_p3_c050_s1,8,5,3,0.5,1,2387,7,0.002932551319648094,3.9473684210526314,9.0,0.5614035087719298,1832,2,optimal,2,29,108,2.802011489868164,4,57.142857142857146,0,0
molfp_n8_m5_p3_c050_s2,8,5,3,0.5,2,3382,8,0.002365464222353637,6.75,16.75,0.5970149253731343,3126,2,optimal,1,14,55,0.44257330894470215,2,25.0,0,0
molfp_n8_m5_p3_c050_s3,8,5,3,0.5,3,2913,38,0.013044970820460007,5.761904761904762,14.6,0.6053489889106327,864,1,optimal,1,16,54,0.9275274276733398,4,10.526315789473685,0,0
molfp_n8_m5_p3_c075_s1,8,5,3,0.75,1,2387,1,0.00041893590280687055,0.45454545454545453,9.0,0.9494949494949495,2497,2,limit,1,62,253,12.194653034210205,1,100.0,0,0
molfp_n8_m5_p3_c075_s2,8,5,3,0.75,2,3382,1,0.00029568302779420464,6.75,16.75,0.5970149253731343,4366,2,optimal,1,14,57,0.42976951599121094,1,100.0,0,0
molfp_n8_m5_p3_c075_s3,8,5,3,0.75,3,2913,8,0.0027463096464126332,5.761904761904762,14.6,0.6053489889106327,928,1,optimal,1,5,21,0.17643332481384277,1,12.5,0,0
molfp_n8_m5_p3_c090_s1,8,5,3,0.9,1,2387,1,0.00041893590280687055,0.45454545454545453,9.0,0.9494949494949495,2263,2,optimal,1,33,132,3.290010690689087,1,100.0,0,0
molfp_n8_m5_p3_c090_s2,8,5,3,0.9,2,3382,1,0.00029568302779420464,6.75,16.75,0.5970149253731343,4870,3,optimal,1,14,69,0.3944966793060303,1,100.0,0,0
molfp_n8_m5_p3_c090_s3,8,5,3,0.9,3,2913,5,0.0017164435290078957,5.761904761904762,14.6,0.6053489889106327,712,1,optimal,1,8,30,0.283536434173584,1,20.0,0,0
molfp_n8_m5_p3_c100_s1,8,5,3,1.0,1,2387,1,0.00041893590280687055,0.45454545454545453,9.0,0.9494949494949495,2418,2,optimal,1,29,116,2.2792725563049316,1,100.0,0,0
molfp_n8_m5_p3_c100_s2,8,5,3,1.0,2,3382,1,0.00029568302779420464,6.75,16.75,0.5970149253731343,5301,3,optimal,1,14,69,0.3924076557159424,1,100.0,0,0
molfp_n8_m5_p3_c100_s3,8,5,3,1.0,3,2913,1,0.00034328870580157915,12.6,14.6,0.136986301369863,84,1,optimal,1,1,10,0.0721445083618164,1,100.0,0,0
molfp_n8_m5_p4_c000_s1,8,5,4,0.0,1,2387,221,0.09258483452031839,6.428571428571429,6.857142857142857,0.0625,1265,1,optimal,2,6,26,0.42907142639160156,4,1.8099547511312217,0,0
molfp_n8_m5_p4_c000_s2,8,5,4,0.0,2,3382,152,0.0449438202247191,3.2413793103448274,3.5,0.07389162561576355,5837,1,optimal,2,49,154,9.435916900634766,9,5.921052631578948,0,0
molfp_n8_m5_p4_c000_s3,8,5,4,0.0,3,2913,270,0.09268795056642637,16.0,16.333333333333332,0.02040816326530612,785,1,optimal,2,1,10,0.07264065742492676,3,1.1111111111111112,0,0
molfp_n8_m5_p4_c025_s1,8,5,4,0.25,1,2387,128,0.05362379555927943,6.071428571428571,6.857142857142857,0.11458333333333333,1412,1,optimal,2,28,92,4.0623619556427,10,7.8125,0,0
molfp_n8_m5_p4_c025_s2,8,5,4,0.25,2,3382,116,0.03429923122412774,3.2413793103448274,3.5,0.07389162561576355,5818,1,optimal,3,28,94,3.3044793605804443,6,5.172413793103448,0,0
molfp_n8_m5_p4_c025_s3,8,5,4,0.25,3,2913,124,0.042567799519395814,16.0,16.333333333333332,0.02040816326530612,588,1,optimal,2,1,11,0.10256838798522949,3,2.4193548387096775,0,0
molfp_n8_m5_p4_c050_s1,8,5,4,0.5,1,2387,9,0.003770423125261835,3.0,6.857142857142857,0.5625,2784,1,limit,2,58,191,12.034838438034058,4,44.44444444444444,0,0
molfp_n8_m5_p4_c050_s2,8,5,4,0.5,2,3382,11,0.003252513305736251,2.902439024390244,3.5,0.17073170731707318,5202,2,optimal,1,28,91,3.094775676727295,3,27.272727272727273,0,0
molfp_n8_m5_p4_c050_s3,8,5,4,0.5,3,2913,63,0.021627188465499485,12.333333333333334,16.333333333333332,0.24489795918367346,2426,1,optimal,2,18,62,1.0299880504608154,6,9.523809523809524,0,0
molfp_n8_m5_p4_c075_s1,8,5,4,0.75,1,2387,1,0.00041893590280687055,1.5,6.857142857142857,0.78125,5331,2,optimal,1,27,107,3.0004212856292725,1,100.0,0,0
molfp_n8_m5_p4_c075_s2,8,5,4,0.75,2,3382,4,0.0011827321111768185,2.902439024390244,3.5,0.17073170731707318,5613,1,optimal,1,18,60,1.3873343467712402,4,100.0,0,0
molfp_n8_m5_p4_c075_s3,8,5,4,0.75,3,2913,8,0.0027463096464126332,10.909090909090908,16.333333333333332,0.3320964749536178,2824,1,optimal,1,27,87,1.306952953338623,1,12.5,0,0
molfp_n8_m5_p4_c090_s1,8,5,4,0.9,1,2387,1,0.00041893590280687055,1.5,6.857142857142857,0.78125,6631,2,optimal,1,22,92,1.9172389507293701,1,100.0,0,0
molfp_n8_m5_p4_c090_s2,8,5,4,0.9,2,3382,1,0.00029568302779420464,2.6551724137931036,3.5,0.2413793103448276,5678,2,optimal,1,10,44,0.46364521980285645,1,100.0,0,0
molfp_n8_m5_p4_c090_s3,8,5,4,0.9,3,2913,8,0.0027463096464126332,10.909090909090908,16.333333333333332,0.3320964749536178,3704,1,optimal,1,25,81,1.176729679107666,1,12.5,0,0
molfp_n8_m5_p4_c100_s1,8,5,4,1.0,1,2387,1,0.00041893590280687055,1.5,6.857142857142857,0.78125,7648,2,optimal,1,17,73,1.0626378059387207,1,100.0,0,0
molfp_n8_m5_p4_c100_s2,8,5,4,1.0,2,3382,1,0.00029568302779420464,2.6551724137931036,3.5,0.2413793103448276,5668,2,optimal,1,8,36,0.34671831130981445,1,100.0,0,0
molfp_n8_m5_p4_c100_s3,8,5,4,1.0,3,2913,1,0.00034328870580157915,3.3,16.333333333333332,0.7979591836734694,6096,2,optimal,1,3,16,0.19562673568725586,1,100.0,0,0
